"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"B05 Manufacturing Progress"
,"Scope",,,"manufacturing - b05"
,"Rows"
,,"Level G","grouping","level g"
,,"Hall W27.3",,"hall w27.3"
,,"Corridor WD2.1",,"corridor wd2.1"
,,"Stairs W27.2",,"stairs w27.2"
,,"G30","grouping","g30"
,,"wd18.2","expanded","wd18.2","g30"
,,"wd18.1","expanded","g30","wd18.1"
,,"wd48.1","expanded","g30","wd48.1"
,,"wf41.1/wf10.1","expanded","g30","wf41.1/wf10.1"
,,"w18.2","expanded","g30","w18.2"
,,"w18.1","expanded","g30","w18.1"
,,"G31","grouping","g31"
,,"w18.1","expanded","g31","w18.1"
,,"w18.2","expanded","g31","w18.2"
,,"wf10.1/wf41.1","expanded","g31","wf10.1/wf41.1"
,,"wd48.1","expanded","g31","wd48.1"
,,"wd18.1","expanded","g31","wd18.1"
,,"wd18.2","expanded","wd18.2","g31"
,,"G32","grouping","g32"
,,"wd18.2","expanded","wd18.2","g32"
,,"wd18.1","expanded","g32","wd18.1"
,,"wd48.1","expanded","wd48.1","g32"
,,"wf39.2","expanded","g32","wf39.2"
,,"G33","grouping","g33"
,,"wf39.2","expanded","g33","wf39.2"
,,"wd48.1","expanded","g33","wd48.1"
,,"wd18.1","expanded","g33","wd18.1"
,,"wd18.2","expanded","wd18.2","g33"
,,"G34","grouping","g34"
,,"wd18.2","expanded","wd18.2","g34"
,,"wd18.1","expanded","g34","wd18.1"
,,"wd48.1","expanded","g34","wd48.1"
,,"wf39.2","expanded","g34","wf39.2"
,,"G35","grouping","g35"
,,"wf39.2","expanded","g35","wf39.2"
,,"wd48.1","expanded","g35","wd48.1"
,,"wd18.1","expanded","g35","wd18.1"
,,"wd18.2","expanded","wd18.2","g35"
,,"G36","grouping","g36"
,,"wf39.1","expanded","wf39.1","g36"
,,"wd48.1","expanded","wd48.1","g36"
,,"wd18.1","expanded","g36","wd18.1"
,,"wd18.2","expanded","wd18.2","g36"
,,"G37","grouping","g37"
,,"wd18.2","expanded","wd18.2","g37"
,,"wd18.1","expanded","g37","wd18.1"
,,"wd48.1","expanded","g37","wd48.1"
,,"wf39.1","expanded","g37","wf39.1"
,,"G38","grouping","g38"
,,"w18.1","expanded","w18.1","g38"
,,"w18.2","expanded","g38","w18.2"
,,"wf10.1/wf41.1","expanded","wf10.1/wf41.1","g38"
,,"wd48.1","expanded","g38","wd48.1"
,,"wd18.1","expanded","g38","wd18.1"
,,"wd18.2","expanded","wd18.2","g38"
,,"G39","grouping","g39"
,,"wd18.2","expanded","wd18.2","g39"
,,"wd18.1","expanded","g39","wd18.1"
,,"wd48.1","expanded","g39","wd48.1"
,,"wf41.1/wf10.1","expanded","g39","wf41.1/wf10.1"
,,"w18.2","expanded","g39","w18.2"
,,"w18.1","expanded","g39","w18.1"
,,"Level 1 - Hall - 130","grouping","130","hall","level 1"
,,"SD TS22",,"137","sd ts22","level 1","stairs"
,,"HD TS23",,"137","hd ts23","level 1","stairs"
,,"AW TS25",,"137","aw ts25","level 1","stairs"
,,"Level 1 - Stairs - 139","grouping","139","level 1","stairs"
,,"WD18.2",,"139","wd18.2","level 1","stairs"
,,"WD18.1",,"139","level 1","stairs","wd18.1"
,,"WD48.1",,"139","level 1","wd48.1","stairs"
,,"WF41.1/WF10.1",,"139","wf41.1/wf10.1","level 1","stairs"
,,"W18.2",,"139","level 1","w18.2","stairs"
,,"W18.1",,"139","w18.1","level 1","stairs"
,"Columns"
,,"Have sill bars been installed",,"have sill bars been installed"
,,"Sash handles all tight and not missing wedge or caps",,"sash handles all tight and not missing wedge or caps"
,,"Restrictor stays not catching",,"restrictor stays not catching"
,,"Backing seal not folded over",,"backing seal not folded over"
,,"Aluminium in good condition",,"aluminium in good condition"
,,"Glass installed, checked and damage free",,"glass installed, checked and damage free"
,,"Request Sign Off/ Raise Remedial",,"request sign off/ raise remedial"

"B01 Manufacturing Progress"
,"Scope",,,"manufacturing - b01"
,"Rows"
,,"LG","grouping","lg"
,,"WD18.05.10H",,"wd18.05.10h","lg"
,,"WD51.01.02",,"wd51.01.02","lg"
,,"WD52.01.08",,"wd52.01.08","lg"
,,"WD2.01.06",,"wd2.01.06","lg"
,,"W18.01.05H",,"w18.01.05h","lg"
,,"W18.01.05",,"w18.01.05","lg"
,,"WD24.01.11",,"wd24.01.11","lg"
,,"WD49.01.07H",,"wd49.01.07h","lg"
,,"WF5.01.07",,"wf5.01.07","lg"
,,"WD38.01.07H",,"wd38.01.07h","lg"
,,"W39.01.07",,"w39.01.07","lg"
,,"W25.02.07",,"w25.02.07","lg"
,,"WF5.01.07",,"wf5.01.07","lg"
,,"WD49.01.07H",,"wd49.01.07h","lg"
,,"G - Stair2","grouping","stair2","g"
,,"WD51.01.02",,"stair2","wd51.01.02","g"
,,"Stairs 4","grouping","stairs 4","g"
,,"WD40.02.02",,"wd40.02.02","stairs 4","g"
,,"Stairs 5","grouping","stairs 5","g"
,,"WD40.02.02",,"wd40.02.02","stairs 5","g"
,,"Stair 6","grouping","stair 6","g"
,,"WD40.02.02",,"wd40.02.02","stair 6","g"
,,"Stair 7","grouping","stair 7","g"
,,"WD40.02.02H",,"wd40.02.02h","stair 7","g"
,,"Lift 5","grouping","lift 5","g"
,,"WD41.01.03",,"wd41.01.03","lift 5","g"
,,"G - Craft","grouping","craft","g"
,,"WD18.05.05",,"craft","wd18.05.05","g"
,,"G - Corridor","grouping","corridor","g"
,,"WF22.01.10",,"wf22.01.10","corridor","g"
,,"WD40.01.10H",,"wd40.01.10h","corridor","g"
,,"W39.02.01",,"w39.02.01","corridor","g"
,,"G - Bed","grouping","bed","g"
,,"W18.01.10",,"bed","w18.01.10","g"
,,"WD100.01.03",,"bed","wd100.01.03","g"
,,"WD18.04.03",,"bed","wd18.04.03","g"
,,"WD18.04.03H",,"bed","wd18.04.03h","g"
,,"WD18.04.03",,"bed","wd18.04.03","g"
,,"WD18.04.03H",,"bed","wd18.04.03h","g"
,,"WD100.01.03",,"bed","wd100.01.03","g"
,,"W18.01.10H",,"bed","w18.01.10h","g"
,,"G - G64A","grouping","g","g64a"
,,"W18.01.05*",,"w18.01.05*","g","g64a"
,,"W18.01.10*",,"w18.01.10*","g","g64a"
,,"G - G65A","grouping","g65a","g"
,,"WD18.02.03",,"g65a","wd18.02.03","g"
,,"G - G66A","grouping","g66a","g"
,,"WD18.02.03H",,"wd18.02.03h","g66a","g"
,,"G - G68A","grouping","g","g68a"
,,"WD18.02.03H",,"wd18.02.03h","g","g68a"
,,"G - G69A","grouping","g69a","g"
,,"W18.01.10H*",,"g69a","w18.01.10h*","g"
,,"W18.01.10H*",,"g69a","w18.01.10h*","g"
,,"G - Lib","grouping","lib","g"
,,"WD4.01.05H",,"lib","wd4.01.05h","g"
,,"WD4.01.05",,"lib","wd4.01.05","g"
,,"G - Care","grouping","g","care"
,,"W18.01.05*",,"w18.01.05*","g","care"
,,"W18.01.05*",,"w18.01.05*","g","care"
,,"WF23.02.02*",,"g","care","wf23.02.02*"
,,"WF23.02.02*",,"g","care","wf23.02.02*"
,,"W18.01.05*",,"w18.01.05*","g","care"
,,"W18.01.05*",,"w18.01.05*","g","care"
,,"W18.01.10H*",,"w18.01.10h*","g","care"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"W39.02.01",,"w39.02.01","g","care"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"WF23.01.03*",,"g","care","wf23.01.03*"
,,"W18.01.10H*",,"w18.01.10h*","g","care"
,,"W18.01.10H*",,"w18.01.10h*","g","care"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.05H*",,"g","care","w18.01.05h*"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"W18.01.10*",,"w18.01.10*","g","care"
,,"G - Din","grouping","din","g"
,,"W18.01.10",,"din","w18.01.10","g"
,,"W18.01.10",,"din","w18.01.10","g"
,,"G - Stairs","grouping","g","stairs"
,,"WD40.02.02",,"wd40.02.02","g","stairs"
,,"WD40.02.02H",,"wd40.02.02h","g","stairs"
,,"G - Sales","grouping","sales","g"
,,"W17.02.05",,"sales","w17.02.05","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"W17.02.05H",,"sales","w17.02.05h","g"
,,"G2C","grouping","g2c","g"
,,"W18.01.10*",,"w18.01.10*","g2c","g"
,,"W18.01.05H*",,"g2c","w18.01.05h*","g"
,,"G3C","grouping","g3c","g"
,,"WF23.01.03*",,"g3c","wf23.01.03*","g"
,,"G4C","grouping","g4c","g"
,,"W18.01.05H*",,"g4c","w18.01.05h*","g"
,,"G5C","grouping","g5c","g"
,,"WF23.01.03*",,"g5c","wf23.01.03*","g"
,,"G6C","grouping","g6c","g"
,,"WF23.02.02*",,"g6c","wf23.02.02*","g"
,,"G7C","grouping","g7c","g"
,,"WF23.01.03*",,"g7c","wf23.01.03*","g"
,,"G8C","grouping","g8c","g"
,,"WF23.01.03*",,"g8c","wf23.01.03*","g"
,,"G9C","grouping","g9c","g"
,,"W18.01.05*",,"g9c","w18.01.05*","g"
,,"G10C","grouping","g10c","g"
,,"WF23.01.03*",,"g10c","wf23.01.03*","g"
,,"G11C","grouping","g11c","g"
,,"WF23.01.03*",,"g11c","wf23.01.03*","g"
,,"G12C","grouping","g12c","g"
,,"W18.01.05*",,"g12c","w18.01.05*","g"
,,"G13C","grouping","g13c","g"
,,"W18.01.05*",,"g13c","w18.01.05*","g"
,,"WF23.01.03*",,"g13c","wf23.01.03*","g"
,,"G14C","grouping","g14c","g"
,,"W18.01.05H*",,"g14c","w18.01.05h*","g"
,,"W18.01.10*",,"w18.01.10*","g14c","g"
,,"G15C","grouping","g15c","g"
,,"WF23.02.02*",,"g15c","wf23.02.02*","g"
,,"G16C","grouping","g16c","g"
,,"W18.01.05*",,"g16c","w18.01.05*","g"
,,"G17C","grouping","g17c","g"
,,"W18.01.05H*",,"g17c","w18.01.05h*","g"
,,"G18C","grouping","g18c","g"
,,"W18.01.05*",,"g18c","w18.01.05*","g"
,,"G19C","grouping","g19c","g"
,,"W18.01.05H*",,"g19c","w18.01.05h*","g"
,,"138C","grouping","138c","g"
,,"W18.01.05H*",,"138c","w18.01.05h*","g"
,,"G20C","grouping","g20c","g"
,,"W18.01.05*",,"g20c","w18.01.05*","g"
,,"G21C","grouping","g21c","g"
,,"W18.01.05H*",,"g21c","w18.01.05h*","g"
,,"G22C","grouping","g22c","g"
,,"W18.01.05",,"w18.01.05","g22c","g"
,,"G23C","grouping","g23c","g"
,,"W18.01.05H*",,"g23c","w18.01.05h*","g"
,,"G24C","grouping","g24c","g"
,,"W18.01.05",,"g24c","w18.01.05","g"
,,"G25C","grouping","g25c","g"
,,"W18.01.05H*",,"g25c","w18.01.05h*","g"
,,"G26C","grouping","g26c","g"
,,"WF23.02.02*",,"g26c","wf23.02.02*","g"
,,"G27C","grouping","g27c","g"
,,"W18.01.05",,"g27c","w18.01.05","g"
,,"W18.01.05",,"g27c","w18.01.05","g"
,,"G28C","grouping","g28c","g"
,,"WF23.01.03*",,"g28c","wf23.01.03*","g"
,,"G29C","grouping","g29c","g"
,,"W18.01.05",,"g29c","w18.01.05","g"
,,"G30C","grouping","g30c","g"
,,"WF23.01.03*",,"g30c","wf23.01.03*","g"
,,"G31C","grouping","g31c","g"
,,"WF23.01.03*",,"g31c","wf23.01.03*","g"
,,"G32C","grouping","g32c","g"
,,"WF23.01.03*",,"g32c","wf23.01.03*","g"
,,"G33C","grouping","g33c","g"
,,"WF23.01.03*",,"g33c","wf23.01.03*","g"
,,"G34C","grouping","g34c","g"
,,"WF23.01.03*",,"g34c","wf23.01.03*","g"
,,"G35C","grouping","g35c","g"
,,"W18.01.05H*",,"g35c","w18.01.05h*","g"
,,"G36C","grouping","g36c","g"
,,"WF23.01.03*",,"g36c","wf23.01.03*","g"
,,"G37C","grouping","g37c","g"
,,"WF23.01.03*",,"g37c","wf23.01.03*","g"
,,"G39C","grouping","g39c","g"
,,"WF23.01.03*",,"g39c","wf23.01.03*","g"
,,"W18.01.10H",,"g39c","w18.01.10h","g"
,,"340C","grouping","340c","g"
,,"W18.01.10H*",,"w18.01.10h*","340c","g"
,,"W18.01.05H*",,"340c","w18.01.05h*","g"
,"Columns"
,,"WANZ labels applied",,"wanz labels applied"
,,"Surface finish is compliant to standards",,"surface finish is compliant to standards"
,,"Small Joint and back sealing correct",,"small joint and back sealing correct"
,,"Glass inspection items",,"glass inspection items"
,,"Obscure in correct items","Obscure in correct items","glass inspection items"
,,"Toughened to inside","Toughened to inside","glass inspection items"
