"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"122c9329-d415-4620-b9d7-75864c7e5b80","","work-in-progress","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits"
"732e0189-f5c8-4c86-b8f2-09d1c2d4fc41","","not-started","","folder","TRUE","FALSE","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Conduits","SMCSWSPS-HEY-OSN-ED-ITP-000005 - Core Walls"
"9f64282c-1246-401d-9dce-01405b96934d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","House DBs ","DB-H-T06-01"
"42f1f73a-f213-4936-bf37-a6d7c6e13970","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","House DBs ","DB-H-T06-02(FS)"
"06e40430-c45d-44c2-83fc-c72044df7608","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","House DBs ","DB-H-T06-03"
"219fce8a-56ce-4c5a-9f32-93ffd6e4ca19","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","Hydraulic DBs"
"18faf2f9-3cd4-46e4-923b-925abd43105b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Level 6 - Plant Room","Hydraulic DBs","HYDB-Y-T06-01"
"18b1dbb2-6111-4534-849b-5bfd6fa86a51","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1"
"9716f999-690c-41cb-8a71-d460044245d6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","House DBs"
"bfca704f-fb74-416a-8aaf-90dced3d4aac","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","House DBs","DB-H-T07-01"
"42eba71a-4f13-49cd-a24c-0a3100ec4fc5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","House DBs","DB-H-T10-01"
"17b990b9-d5cf-4e94-87ca-1f6f30a22681","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs "
"027d8a21-925b-436a-a171-55d61222223f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T07-01"
"282b04e8-ee8b-4807-a5f5-e4a0e6d8f72b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T07-02"
"97149b23-f008-4e70-80c9-f75f64c7e305","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T08-01"
"89a42a61-1d4b-47d8-99fe-b9ffef5fba20","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T08-02"
"31d9c2fb-a896-49e8-82dd-e5f93b7885c9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T09-01"
"897bd77f-a4dc-4ee8-bbc5-61a00010a82e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T09-02"
"90919571-1724-46ba-91aa-8307376ff879","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T10-01"
"98b21edc-846b-46aa-833c-df4b995f06f7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 1","Tenant DBs ","DB-T-T10-02"
"8eb37805-c880-47f9-81d3-a9233f1839db","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2"
"2f7df14e-7ffe-4f0f-84da-11fe588b36c6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","House DBs"
"ba389c01-6164-40e8-bc32-c130121c911f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","House DBs","DB-H-T11-01"
"bf0b4a02-40e0-4528-9e8d-adbdba83d167","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","House DBs","DB-H-T14-01"
"e13818ab-21be-48e9-badb-1a8bc00832b2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs"
"dddee8c1-cf36-4e87-80ec-4a8c773e204a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T11-01"
"b7c1ee5f-e9a3-4125-83e5-86830ccf4962","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T11-02"
"11b12146-b8d0-47ce-95d6-ee84b7462bd1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T12-01"
"c143fb63-9e11-4a3e-ba50-f3900dc5a9de","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T12-02"
"039462ce-049d-4bee-9d3f-1b127f136422","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T13-01"
"e8d742cb-825b-452e-b992-b6f3cfcb9e18","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T13-02"
"bf6e1a2b-1b78-4729-9a9e-3cdf516481ae","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T14-01"
"748cf6f0-463c-41b0-bfe1-2f464e67883c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 2","Tenant DBs","DB-T-T14-02"
"3a783861-8e97-45e3-849a-fad3cf935079","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3"
"20c6c2d2-dabd-4fa7-92e8-8ba634ba3d2f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","House DBs"
"0f74cf32-b40f-41bc-a5d4-217ff7e31002","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","House DBs","DB-H-T15-01"
"5ee786b6-1d1f-44c0-be3e-3ef811db2e66","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","House DBs","DB-H-T18-01"
"4c4226a3-eef6-4d0b-a034-8e1c55324ec6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs"
"f1e45874-fefa-4733-bd7d-a84e1a96311c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T15-01"
"be5cc6c9-fcaa-44ce-97c4-b276d90126ef","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T15-02"
"87c497a2-b408-40cf-8bcf-fb24b71d1468","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T16-01"
"791817e4-f373-4d3b-a935-1d1608612ed8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T16-02"
"3d1387a1-e6a7-4499-881c-c115e58eb7c6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T17-01"
"0502e2bd-b62d-47a2-8c65-0a6bb08ae765","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T17-02"
"b8c3ceb5-3d53-4963-9025-8eb44fdebd0d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T18-01"
"f5d179c8-3f09-433a-9b63-857efa6bcfce","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 3","Tenant DBs","DB-T-T18-02"
"52a499f6-c88e-428a-8a07-9709db0c5907","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4"
"5389bedf-9640-4cf1-8532-2be84e28d46e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","House DBs"
"83752676-fefe-4d88-962e-5ddf8956c629","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","House DBs","DB-H-T19-01"
"be753ab9-365f-4ed7-adcd-c429d7f324bf","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","House DBs","DB-H-T22-01"
"690efe0e-97fd-4821-b3a6-287b7d617e2d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs"
"978e1a30-4324-4bf0-a50c-3eb1d94b1f9d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T19-01"
"b8e5f7f6-a9b1-4a66-ad2d-2b797a9cbea6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T19-02"
"b665e803-2dd5-4b97-a576-2ea9e3f7512e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T20-01"
"27eed130-192c-4735-82f9-ce28bff2d80e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T20-02"
"34857d09-f025-4919-b164-c718913cbe0c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T21-01"
"6171d15b-133a-4863-aea4-a361ccdd86ae","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T21-02"
"21def98f-6109-4972-8d0d-9233ebefd27f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T22-01"
"9b0a9942-ece2-4ce0-b18d-1b88108fa40a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 4","Tenant DBs","DB-T-T22-02"
"638cc9c4-a863-42b0-9f4c-4c7ac21bbd34","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5"
"6cd3ed72-f282-45ca-9854-c42b1028d278","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","House DBs"
"31c2b485-0f88-430e-a1cf-83a122ca2102","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","House DBs","DB-H-T23-01"
"1e877331-425a-48c9-be48-a0753cf5da3e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","House DBs","DB-H-T26-01"
"6e5f20d2-b5a9-4970-b7a0-27cd62e14004","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs"
"9cdbb035-5f23-465d-9ee0-45b20fafee61","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T23-01"
"6491256e-6a05-4b35-82f9-c7347467a3b2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T23-02"
"ae5b43f5-01c3-415e-9bbd-d902371b1b78","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T24-01"
"46a1e842-721f-4eab-b387-e1bb75595fec","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T24-02"
"992eb59c-4f3b-4881-9851-92e9417a8b1d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T25-01"
"106cfa36-05d6-4431-b8cb-55a6f46bc8c8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T25-02"
"dfa4896e-890e-47f0-99dd-9f827b087fee","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T26-01"
"fbf2118c-4748-460a-944c-a1353c362e91","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 5","Tenant DBs","DB-T-T26-02"
"f3f70b03-778a-4f61-88b9-c1640ea03a5c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6"
"7f4e31da-77de-4826-90ff-6d17421d3f83","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","House "
"f81f6a9f-6543-4588-b577-a0bbf0d2a9ed","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","House ","DB-H-T27-01"
"aea2b014-ef96-4ed0-816b-3fca0e5c807d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","House ","DB-H-T30-01"
"7a725924-5cb2-420c-9eda-c8b69704b3f0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant"
"8568ef98-ccb2-48e5-bf15-ce2e3643ebf6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T27-01"
"0e153cc2-886f-4f18-9179-1ec3794d818d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T27-02"
"06945bea-219a-4e57-89c2-fbb6a38decc0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T28-01"
"8f074e26-7c69-48be-b65a-e9d6b5ad5cf5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T28-02"
"912d2a85-7e4a-4559-a3f7-8a0d71b88ba2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T29-01"
"0d4149be-19c8-42eb-a98d-fcc6b9bf8c2c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T29-02"
"2f1deebc-ab6d-406c-b953-2faec38df651","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T30-01"
"ae24db56-af50-4a6b-a862-4a701a5d2928","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 6","Tenant","DB-T-T30-02"
"7ed7e3e3-cd87-4d21-a28d-4ad1397455e7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7"
"6f42ee45-81f6-45f5-b8cf-0bc15266ffd2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","House"
"794bf474-b4ee-4e91-b5b3-8dc9144c4ba0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","House","DB-H-T31-01"
"c14c0ebb-aa88-4e72-8325-a373ec1e0fad","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","House","DB-H-T34-01"
"c846461c-74d3-4984-82fa-0af5d6e4431a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant"
"37afbe6d-490b-4aa9-9a4f-bdb2b3cbbecd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T31-01"
"0dc85add-2fbb-4e0e-8276-148c8bc2424e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T31-02"
"e17d35c9-42ee-44d1-8cd8-b99212929ff1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T32-01"
"df80c8a8-0de8-4cf0-908d-887beaca16e6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T32-02"
"18a6e50d-f508-4c1e-bf96-243f8c33479d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T33-01"
"9715dcb4-8c63-44a3-8991-0de90d348af0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T33-02"
"2fcab41a-044c-403d-8789-207f55a5cde1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T34-01"
"5a41e080-e4f2-4f57-ada4-c59063d57edd","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Habitat 7","Tenant","DB-T-T34-02"
"6ac67e42-de5f-4831-8a91-cce70d415feb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown"
"d9244e0a-2bfa-4b93-a3ea-08db98f2d8db","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","House"
"50669f95-31dd-435a-88ce-f5a49045f12d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","House","DB-H-T35-01"
"6b45eff0-682f-49d9-9844-cedaf1de00c0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","House","DB-H-T38-01"
"6f6dd889-2554-45e6-b3a2-3ad651d72819","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","House","DB-H-T38-02(FS)"
"ec5d2880-a1f1-426a-9765-d3d8110b29b2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","House","DB-H-T39-01"
"528649ca-8afc-41d8-8182-05dc5a8b00fa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","Hydraulic"
"9dc4bdb9-c271-48a0-bd21-fc3bb7a6c6e8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","Hydraulic","HYDB-H-T38-01"
"f8758f18-1bda-4556-9a9f-9ae9b38ca491","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Distribution Boards","Tower","Crown","Tenant"
