Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Main Block,dynamic,Main Block,
,,Apartment Blocks,dynamic,Apartment Blocks,
,,Dementia Ward ,grouping,Dementia Ward ,
,,Dementia Ward ,,Dementia Ward ,
,,Townhouses ,dynamic,Townhouses ,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Path Treatments & Lamp Cleaning,,Path Treatments & Lamp Cleaning,
