Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Apartment,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,,Level 12,dynamic,Level 12,Site QA
,,Level 13,dynamic,Level 13,Site QA
,,Level 14,dynamic,Level 14,Site QA
,,Level 15,dynamic,Level 15,Site QA
,Columns,,,,
,,Grille Fit-Off,,Grille Fit-Off,Hallway Fit-Off
,,Area ready & accessible for work,,Area ready & accessible for work,Set Out
,,Model: (Indoor/Outdoor),,Model: (Indoor/Outdoor) (Take a photo),Set Out
,,Serial No.: (Indoor/Outdoor),,Serial No.: (Indoor/Outdoor) (Take a photo),Set Out
,,Secured,,Secured,Installation
,,Vibration Pads,,Vibration Pads,Installation
,,Filter,,Filter,Installation
,,Control Cable,,Control Cable,Electrical
,,Power,,Power,Electrical
,,Connected in Unit,,Connected in Unit,Refrigeration Lines
,,Connected Branch Box,,Connected Branch Box,Refrigeration Lines
,,Pressure Tested,,Pressure Tested,Refrigeration Lines
,,Pipe Supported & Sealed,,Pipe Supported and Sealed,Refrigeration Lines
,,Correct Fall,,Correct Fall,Drain Line
,,Connected,,Connected,Drain Line
,,Insulated & Sealed,,Insulated and Sealed,Drain Line
,,Tested,,Tested,Drain Line
,,Trapped,,Trapped,Drain Line
,,,,,
Ductwork Installation,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,,Level 12,dynamic,Level 12,Site QA
,,Level 13,dynamic,Level 13,Site QA
,,Level 14,dynamic,Level 14,Site QA
,,Level 15,dynamic,Level 15,Site QA
,Columns,,,,
,,Installed as per drawing ,,Installed as per drawing ,
,,Drawing rev,Drawing rev,Installed as per drawing ,
,,Area/Level/Zone,Area/Level/Zone.,Installed as per drawing ,
,,System Reference,System Reference.,Installed as per drawing ,
,,Position,Position,Installed as per drawing ,
,,Height,Height,Installed as per drawing ,
,,Spigots,Spigots,Installed as per drawing ,
,,Joining,Joining (including clips),Installed as per drawing ,
,,Stiffening,Stiffening,Installed as per drawing ,
,,Sealing,Sealing,Installed as per drawing ,
,,Hangers,,Hangers (including booker rod cut back and cold gal edges),
,,Canvas connection & emerclad,,Canvas connection and emerclad where required,
,,Equipment connection & emerclad,,Equipment connection and emerclad where required,
,,VCD’s & MVCD’s open & marked,,VCD’s & MVCD’s open & marked.,
,,Actuators Installed,,Actuators Installed,
,,Flexible duct(s),,Flexible duct(s),
,,Grille/Plenum Box Installation,,Grille / Plenum Box Installation,
,,External insulation,,External insulation,
,,Kitchen exhaust duct graded towards hood,,Kitchen exhaust duct graded towards hood,
,,Kitchen exhaust duct installed with access panels,,Kitchen exhaust duct installed with access panels (every 3 meters & change in direction) and drains,
,,"Exposed ductwork to weather, top of ductwork cross broken",,"Exposed ductwork to weather, top of ductwork cross broken, joints & flex connections weather proofed (flashings), Roof cowls secured and weather proofed",
,,Installation left clean & tidy & Labels removed,,Installation left clean & tidy & Labels removed,
,,,,,
Headerbox,,,,,
,Scope,,,Site QA,
,Rows,,,,
,,Level 1,dynamic,Level 1,Site QA
,,Level 2,dynamic,Level 2,Site QA
,,Level 3,dynamic,Level 3,Site QA
,,Level 4,dynamic,Level 4,Site QA
,,Level 5,dynamic,Level 5,Site QA
,,Level 6,dynamic,Level 6,Site QA
,,Level 7,dynamic,Level 7,Site QA
,,Level 8,dynamic,Level 8,Site QA
,,Level 9,dynamic,Level 9,Site QA
,,Level 10,dynamic,Level 10,Site QA
,,Level 11,dynamic,Level 11,Site QA
,,Level 12,dynamic,Level 12,Site QA
,,Level 13,dynamic,Level 13,Site QA
,,Level 14,dynamic,Level 14,Site QA
,,Level 15,dynamic,Level 15,Site QA
,Columns,,,,
,,Equipment installed in correct location,,Equipment installed in correct location,Set Out
,,Fan reference,Fan reference,Equipment installed in correct location,Set Out
,,External springs & mounts,,External springs and mounts,Set Out
,,"Belts, pulleys, guards fitted",,"Belts, pulleys, guards fitted.",Fan
,,Fan air flow direction,,Fan air flow direction.,Fan
,,Internal supports & spring mounts,,Internal supports & spring mounts.,Fan
,,Flexible connections,,Flexible connections.,Fan
,,Cable trays/ducts/conduits,,Cable trays/ducts/conduits,Electrical
,,Wiring,,Wiring,Electrical
,,VSD installed,,VSD installed (if Applicable),Electrical
,,Termination at equipment,,Termination at equipment.,Electrical
,,Tested rotation,,Tested rotation,Electrical
,,Sensors/controllers/switches fitted,,"Sensors, controllers & switches fitted?",Controls.
,,Wiring/Conduits to devices,,Wiring/Conduits to devices.,Controls.
,,Termination at controllers,,Termination at controllers.,Controls.
,,Termination at device,,Termination at device.,Controls.
,,Point Tested,,Point Tested,Controls.
