"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Apartment Checklist"
,"Scope",,
,"Rows"
,,"Level 6 - AC-L6-01",,"ac-l6-01","level 6"
,,"Level 6 - AC-L6-02",,"level 6","ac-l6-02"
,,"Level 6 - AC-L6-03",,"level 6","ac-l6-03"
,,"Level 6 - AC-L6-04",,"ac-l6-04","level 6"
,,"Level 6 - AC-L6-05",,"ac-l6-05","level 6"
,,"Level 6 - AC-L6-06",,"level 6","ac-l6-06"
,,"Level 6 - AC-L6-07",,"level 6","ac-l6-07"
,,"Level 6 - AC-L6-08",,"ac-l6-08","level 6"
,,"Level 6 - BS-L6-1",,"level 6","bs-l6-1"
,,"Level 6 - BS-L6-2",,"level 6","bs-l6-2"
,,"Level 7 - AC-L7-01",,"ac-l7-01","level 7"
,,"Level 7 - AC-L7-02",,"ac-l7-02","level 7"
,,"Level 7 - AC-L7-03",,"ac-l7-03","level 7"
,,"Level 7 - AC-L7-04",,"level 7","ac-l7-04"
,,"Level 7 - AC-L7-05",,"ac-l7-05","level 7"
,,"Level 7 - AC-L7-07",,"ac-l7-07","level 7"
,,"Level 7 - AC-L7-07",,"ac-l7-07","level 7"
,,"Level 7 - AC-L7-08",,"level 7","ac-l7-08"
,,"Level 7 - BS-L7-1",,"level 7","bs-l7-1"
,,"Level 7 - BS-L7-2",,"bs-l7-2","level 7"
,,"Level 8 - AC-L8-01",,"level 8","ac-l8-01"
,,"Level 8 - AC-L8-02",,"level 8","ac-l8-02"
,,"Level 8 - AC-L8-03",,"level 8","ac-l8-03"
,,"Level 8 - AC-L8-04",,"level 8","ac-l8-04"
,,"Level 8 - AC-L8-05",,"level 8","ac-l8-05"
,,"Level 8 - AC-L8-07",,"level 8","ac-l8-07"
,,"Level 8 - AC-L8-07",,"level 8","ac-l8-07"
,,"Level 8 - AC-L8-08",,"level 8","ac-l8-08"
,,"Level 8 - BS-L8-1",,"bs-l8-1","level 8"
