resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Princess Alexandra,,,,,,,,
Add Site Map,checklist,,,,Add Site Map,,,,,,,
Add Print me Pack,checklist,,,,Add Print me Pack,,,,,,,
Prestart checks,checklist,,,,Prestart Checks,,,,,,,
,step,,,,Village Washdown,,,,,,,
,step,,,,,Main Block / Hospital Wing,,,,,,
Plaster Washdown,checklist,,,,,,Plaster Washdown,,,,,
Path Treatments & Lamp Cleaning,checklist,,,,,,Path Treatments & Lamp Cleaning,,,,,
Fences & Retaining Walls Cleaning,checklist,,,,,,Fences & Retaining Walls Cleaning,,,,,
Roof wash & Treatment,checklist,,,,,,Roof wash & Treatments,,,,,
Gutter Debris Removal,checklist,,,,,,Gutter debris removal,, ,,,
Spiderproofing,checklist,,,,,,Spider Treatments,,,,,
Oamaru Stone Treatment,checklist,,,,,,Oamaru Stone,,,,,
,step,,,,,Resthome,,,,,,
Plaster Washdown,checklist,,,,,,Plaster Washdown,,,,,
Path Treatments & Lamp Cleaning,checklist,,,,,,Path Treatments & Lamp Cleaning,,,,,
Fences & Retaining Walls Cleaning,checklist,,,,,,Fences & Retaining Walls Cleaning,,,,,
Roof wash & Treatment,checklist,,,,,,Roof wash & Treatments,, ,,,
Gutter Debris Removal,checklist,,,,,,Gutter debris removal,,,,,
Spiderproofing,checklist,,,,,,Spider Treatments,,,,,
Oamaru Stone Treatment,checklist,,,,,,Oamaru Stone,,,,,
,step,,,,,Independent Apartments,,,,,,
Plaster Washdown,checklist,,,,,,Plaster Washdown,,,,,
Path Treatments & Lamp Cleaning,checklist,,,,,,Path Treatments & Lamp Cleaning,,,,,
Fences & Retaining Walls Cleaning,checklist,,,,,,Fences & Retaining Walls Cleaning,,,,,
Roof wash & Treatment,checklist,,,,,,Roof wash & Treatments,, ,,,
Gutter Debris Removal,checklist,,,,,,Gutter debris removal,,,,,
Spiderproofing,checklist,,,,,,Spider Treatments,,,,,
Oamaru Stone Treatment,checklist,,,,,,Oamaru Stone,,,,,
,step,,,,,Town Houses,,,,,,
Plaster Washdown,checklist,,,,,,Plaster Washdown,,,,,
Path Treatments & Lamp Cleaning,checklist,,,,,,Path Treatments & Lamp Cleaning,,,,,
Fences & Retaining Walls Cleaning,checklist,,,,,,Fences & Retaining Walls Cleaning,,,,,
Roof wash & Treatment,checklist,,,,,,Roof wash & Treatments,, ,,,
Gutter Debris Removal,checklist,,,,,,Gutter debris removal,,,,,
Spiderproofing,checklist,,,,,,Spider Treatments,,,,,
Oamaru Stone Treatment,checklist,,,,,,Oamaru Stone,,,,,
Signoff,checklist,,,,Signoff,,,,,,,
,step,,,,Observations to report,,,,,,,
Observations to report,checklist,,,,,Observation,,,,,,
QA Manager only,checklist,,,,QA - Manager use only,,,,,,,
