"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ce9c4cc5-16f1-46fb-9b35-570b1176f4be","","checklist-flat","work-in-progress","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"84069370-0746-4511-81a4-127a68dff0c8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-11"
"d49b9324-1f5d-4598-8a3d-661006c6a329","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-12"
"276ad704-6a2c-4a1d-99b7-9a1d0a49eb16","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-13"
"2690b118-fade-4791-9fd0-4a2aa3dd11e9","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-14"
"e4d742c4-2eda-4c55-800c-10cbfa642d75","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-15"
"7f16aaca-47a4-4cc0-8f5b-0d4245c14f3e","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-16"
"1119c3b4-48b9-4eec-8219-9dcd058ec523","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-17"
"4a40a129-56c4-4959-ad9a-e99a3259927d","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-18"
"7b89febc-f76e-4d0a-9135-b03e5517b436","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-19"
"aabed20a-1ad7-4101-bc45-4e5d0ab83806","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-20"
"5042e154-ea0a-4c2b-8f38-38eb7d2acf10","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-21"
"6e27b81b-10ce-4812-9f2c-0372b89a77c6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-22"
"96e688db-1fdc-4eea-bb60-d42e478d2392","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-23"
"43fdcca6-b90b-46fd-8fe9-6968ee76b34f","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-24"
"58ad2080-d98d-4bca-b133-e3f73343acef","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-25"
"1bb8d0a6-63d5-43a9-b006-9f68187ea254","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-26"
"45bbebc6-167c-4459-ad7f-4662e619511a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-27"
"775373b0-d12f-4438-ba7c-ebfd76cef6a1","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-28"
"5ba5249c-b6e0-4593-90b3-40f588b84d42","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-29"
"cec12523-36b8-4e06-ab92-6a6f202bb4bb","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-30"
"8ad8da72-15d8-4c38-8ce6-63a5cf88e4a6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Ground Level","Panel","GL-31"
"c1bc2508-1b44-4718-a036-b6e38aafea0a","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 1"
"6e149189-925f-474e-b90b-09fc714c236c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-01"
"cf2bde82-2462-4385-8781-6ad9a6efda69","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-02"
"ca65312a-be34-49d2-948f-109485103e2a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-03"
"a3097cbd-46fe-4c04-8aa8-fb786c5e07d2","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-04"
"1a0e5e91-b6b7-4831-9d70-a33462657835","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-05"
"be510e69-fc7a-40b0-88bc-d06aea65b1a2","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-06"
"f526f74d-03b9-42ee-86d2-344188a6e7d2","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-07"
"911074c0-4f51-4dfa-9e7d-1bc89a64891a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-09"
"9e41e21f-b12f-4b31-91e7-e2a3c5a953b3","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-10"
"dbe67678-bf1e-46f9-be00-5b4f4379de1b","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-11"
"c5e88611-6961-4087-9893-decfc47ad339","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-12"
"a87b1075-835b-4172-9a59-ba7f21157f0d","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-13"
"fbb3e5a6-994c-41e4-bdfa-25dcff7aac34","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-14"
"87345e52-722d-422b-b5b4-1d94cfb0bf32","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-15"
"6d7ff701-fc19-4a37-8539-00b94259fff5","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-16"
"14af547e-4430-45af-9b10-9590901a6e21","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-17"
"47d708e1-f1d2-48b0-966c-1e5d5c15ee89","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-18"
"6e637963-472c-4895-a82c-3ef0ce0faf71","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-19"
"de3fa30c-f33b-4732-b015-188c604d779c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-20"
"1f5d03c4-4b2d-42da-b28a-e1f86aaa4af7","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-21"
"a6abdf77-a370-4ed5-94ea-e67da21ab324","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-22"
"b0413202-69d4-48a2-97df-7c1f39f620de","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-24"
"f6b78184-4a94-44bb-8dde-a36339755684","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-25"
"85985bd0-d321-4481-b91c-5ae60372d0b4","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-26"
"8ff5c623-e7af-45ed-85b6-4bfc7bde6104","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-27"
"63d38489-588d-416a-8d19-b70a05b79e60","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-28"
"9b33595a-4353-4d36-be6c-5f7dde7bd1a7","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-29"
"11b5fb14-65d1-4f8e-880c-f0d0fbf718cc","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-30"
"b6ac3716-a5aa-4132-8697-cfb9b7f2859a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-31"
"c17b93b6-c224-4a24-876a-2fff9773f2a8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-32"
"36236fce-1d57-4f48-b288-a85f78ec506c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-33"
"0275ecee-b47f-4266-ac27-85fc859807dd","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-34"
"a07e03c8-8edb-4262-ba61-2fddf6954310","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 1","01-35"
"95621807-8aab-49bf-9de2-59204be16285","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 2"
"2a429e36-1073-4583-a80c-104b4ededc18","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 2","Panel"
"fc925385-c697-404c-910e-ea78c751bb00","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-01"
"7acdb89b-b481-4568-a26a-43f50e157240","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-03"
"f08c4029-c1c0-42c8-be65-c19a028568d2","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-04"
"caaba7f1-656d-4f44-8cf4-2b702e12ca48","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-07"
"ad0e0cc0-0488-46d1-aeb3-05ae36321418","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-08"
"52ace077-79f0-46ff-b6e6-3a81752567e8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-09"
"ee9327dc-3d09-4dfd-b690-1f4cdda3ace4","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-10"
"aa11b2e7-ec45-49bf-8b64-e00a120ba096","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-14"
"25db89f4-2d63-429c-b787-e86efc66b0ba","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-17"
"2fb4eca7-f332-4ac7-9baa-f11d2a80f3a5","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-21"
"365cca93-e025-47ad-8ea4-6be9a212d3af","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-23"
"1c1e59a9-4bc4-4f7e-8e5f-1220428d9d6c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-24"
"d193c7b0-316d-4abb-8d46-9ebdfa7e3ca7","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-28"
"4c8e7e44-1935-412a-b216-637fc92642db","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Panel","02-34"
"bd06b551-c2a4-4c10-8921-7b21b610df60","","folder-normal","pass","","step","TRUE","FALSE","Manufacture QA","Level 2","Balustrade"
"aaddd757-9b1d-408b-8458-99e033e83b35","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-36"
"013d6439-fbd0-4e8a-8098-308b2c1ba612","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-37"
"aa76567f-7436-4f3a-b4ca-d8858174fafe","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-38"
"0f77b14e-e4aa-40b1-8e0a-8961b6c5db8f","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-39"
"3ea84a1b-3186-4d45-94fa-19948847e712","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-40"
"8b5cbe4d-e68c-4103-b9e9-14287460e566","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-41"
"4e3d4c02-5bf1-47ce-992a-c598b349498b","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 2","Balustrade","02-42"
"34668efa-58ff-42be-919f-df67912f06a5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 3"
"542dc46b-d4ce-4f54-98e9-9e020c4ddb88","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacture QA","Level 3","Panel"
"80dac26f-33a4-48ad-bbc2-f42930846b88","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-01"
"a48ab21b-88bc-4a2b-a93d-29a6c554ab1d","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-02"
"d256d184-2a4a-449e-bdca-f043a4206ab5","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-03"
"8b18e1f6-eb3c-4af4-998c-442cb066fcd8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-04"
"93261078-8acc-472b-bfdb-d212e2ca5956","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-05"
"1cf0a76f-1ca6-48a9-8624-077a995585a8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-06"
"c15b3d7d-ee71-4ae2-85e1-3d0172207bff","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-07"
"3dac625a-4aa3-4f56-8084-9f3828a27c6a","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-08"
"d3427359-e341-4195-9f5f-8483a7ac9c97","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-09"
"3f830e4c-b45e-4e68-87ca-f3127feb4b6e","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-10"
"3576cd61-fc99-4b73-bb14-7b60b52a09a8","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-11"
"8607c202-66db-47ba-82ce-a3e25a2e95f6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-12"
"ece0a5ce-a7bd-4ed8-9735-aa33cf0ca9ae","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-13"
"17b6b323-5071-4cfa-89d2-85a4c1fabbd9","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-14"
"0c0786e4-4056-47a6-8111-d66aa8d2a876","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-15"
"c1ee2c07-e8eb-40a2-99a8-4db9b120a08f","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-16"
"c6c1493d-0838-41f0-bbd4-38aa82081d7b","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-17"
"f92f76b7-6cfc-40c0-be8e-4e4c5dfffa4f","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-18"
"5336f4a0-6470-4d98-8106-10a8bec30d47","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-19"
"a4d79728-caab-4ab6-85de-66324a0e8fc2","","checklist-sectioned","work-in-progress","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-20"
"5af95d8e-e6b7-4452-96f9-eeb8a7a7e428","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-21"
"fce7c6e2-d940-4e1b-9288-c18e6128d9f0","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-22"
"1f1bd9b1-627b-452f-8585-711e83db0f4c","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-23"
"c75f491d-3cdc-4cc7-8fa3-3eec0d651ed6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-24"
"663b25fd-95f0-4357-a3b1-e505f1fa63c6","","checklist-sectioned","pass","22cb2436392c7bddc847a9c119dd9aac1ab74928abf6ea91d7e17af453fda598","checklist","FALSE","FALSE","Manufacture QA","Level 3","Panel","03-25"
