Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
220d4ab6-263e-4dfe-9c32-0f1f3536c8b4,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,23-Sep,,,
2b2b5271-d002-4137-bf25-95d59e07b043,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,24-Sep,,,
4b37af6a-98d8-4cce-b839-0b845e8a096a,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,25-Sep,,,
faaffbab-f282-4b15-84b8-1f34ef21c9e6,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,26-Sep,,,
37f94383-885a-4e50-b53b-97456b48b41d,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,27-Sep,,,
464eef5b-0b8b-4d41-97e6-275955001736,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,September,30-Sep,,,
3abfef47-127e-4223-af27-7e2eba6f9cf6,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,1-Oct,,,
9860eadc-d108-45e0-aee4-990f89298ddb,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,2-Oct,,,
f9bcb95c-fc0a-4b84-bb93-15e6ba7f5e4f,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,3-Oct,,,
546bcada-7828-4c60-a02a-0aa013af7a12,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,4-Oct,,,
cbddd9ed-023c-40e3-b4d2-bb7e2f72c7f9,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,7-Oct,,,
64a55e5b-7e18-4e4b-8d74-d2282d86b067,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,8-Oct,,,
813ebad8-a9ee-47e9-a9a7-ed83a6134a49,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,9-Oct,,,
779a0fd4-7179-4a15-a24c-e865f856b5e3,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,10-Oct,,,
b5100cd9-22be-45a4-87f3-e2eee151c471,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,11-Oct,,,
7e2bf36b-c7a4-49df-bae5-fefbc701393d,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,14-Oct,,,
edb599a8-bf5d-4d23-937c-60c25adf9234,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,15-Oct,,,
517adcd9-7169-4339-abbd-ed1347fe8b1c,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,16-Oct,,,
fbfcb291-e76a-4f79-8773-3706a7b1ce5b,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,17-Oct,,,
84ebe81e-a25d-4963-af17-4af77abb89c1,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,18-Oct,,,
ec71971d-9c7f-43c3-8f6a-c9557f125e3d,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,21-Oct,,,
b77312f5-1a06-45ee-b871-f3a5744e54b5,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,22-Oct,,,
6b9e7d3a-c075-4735-9ba3-f5a6ffd2516b,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,23-Oct,,,
0294a22a-ff48-4a46-b2af-e9dd6a586b4e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,24-Oct,,,
4e6027ec-0141-471b-885f-2512156b0ad8,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,25-Oct,,,
3f6e0e3e-9b67-4515-aea8-7607581756c2,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,28-Oct,,,
3db3a0d7-2ca3-4b0b-9b50-44bbf4d93be0,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,29-Oct,,,
dceb19e0-eb9b-4a15-adb7-61878f054839,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,30-Oct,,,
bf7f57f4-8f96-4619-9538-d2fc49e24482,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,October,31-Oct,,,
e03a3d64-35bc-425b-b926-95ceebcf2cfd,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,1-Nov,,,
df218ef1-b415-4d70-9d42-810cc2c2e4ee,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,4-Nov,,,
59d41e55-e260-466d-a0f2-a5733c1e0f40,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,5-Nov,,,
8e92b57b-e3c4-4361-a9e3-e15f4fd7c22e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,6-Nov,,,
923ef4e8-e339-40c9-8308-d4072cce6191,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,7-Nov,,,
860fa452-78f6-4330-b062-71e2b47a1439,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,8-Nov,,,
6ac71b4a-b595-426c-99da-aab694690e87,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,11-Nov,,,
60afbe55-ab6b-4be6-8c85-5cb2519e7efa,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,12-Nov,,,
34c5557d-0efc-4ff2-a36c-3510b4b58074,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,13-Nov,,,
934bc808-7532-40ba-b4cc-3c69be093167,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,14-Nov,,,
ff0cf6b8-2ee6-4a08-8943-ffd9f8a7845f,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,15-Nov,,,
e18a5aeb-e57d-4a55-8c4c-b237e3dd722f,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,18-Nov,,,
838b1e35-81ce-497f-9ad7-f1ac56fef4a6,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,19-Nov,,,
f74ad560-131f-4034-9862-d61f8679c294,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,20-Nov,,,
8ac7fc08-2231-4ae4-8eec-f671eb0f2a56,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,21-Nov,,,
777b4369-60a3-47db-9e08-3ff1725e43ac,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,22-Nov,,,
edd49ad1-7028-4643-8df9-a9b5f65fd27c,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,25-Nov,,,
43692d88-d4bf-4e66-8a2c-981c20097e0c,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,26-Nov,,,
c7f9e70f-ae6e-4c15-9587-697ec0910c12,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,27-Nov,,,
c64357a7-8bbf-4bc5-b134-8949cdcf0e5e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,28-Nov,,,
7f25279c-8812-447e-8ce2-aff07ac48c8f,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,November,29-Nov,,,
b1a75437-e843-439e-9038-4dbfd3b2695e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,2-Dec,,,
0b73cefd-f1f4-4473-9164-26f3cad6bac7,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,3-Dec,,,
cc3f6199-a9ca-4ca3-94f3-7d547389c992,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,4-Dec,,,
527da559-c715-44c3-89c5-396c68cf09e1,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,5-Dec,,,
0e30117c-3fc9-42ef-aa8c-1e2bd3894826,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,6-Dec,,,
30291969-8abb-46e0-9661-5558805e3037,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,9-Dec,,,
ffac2618-3161-42c3-8c7c-cefb1b3936aa,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,10-Dec,,,
fd3a7a81-9408-4ce4-89d5-532920103943,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,11-Dec,,,
80059030-d9cd-4327-8488-fbc1ce5f84c2,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,12-Dec,,,
6c111997-2638-4265-9bf4-c6fda40a55b5,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,13-Dec,,,
9eb1a557-d6b0-4997-83e1-0a46e1933bb2,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,16-Dec,,,
ae1c6ea2-54f2-4c01-995e-7cf214628865,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,17-Dec,,,
6f748f56-ee2f-4b6c-ba1f-9be361c8e458,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,18-Dec,,,
bcf2f2b1-f9fa-4363-a91d-689305e2d15e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,19-Dec,,,
58d96f22-263d-46ed-9f31-efa3794ade0e,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,20-Dec,,,
b3dd9e87-0d26-46f9-9037-f4c7c5b071d9,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,23-Dec,,,
258a7756-d3e0-492a-a6a4-1dd8eefaa7ef,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,24-Dec,,,
8bf2b18b-0767-43b7-981c-b49bca16500a,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,25-Dec,,,
6130552f-7cee-4c6b-9628-703b277d9068,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,26-Dec,,,
db7ba857-422d-477d-b7c0-12e49552d9a2,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,27-Dec,,,
e323ceb8-61cf-46bb-9259-ca760501f3ae,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,30-Dec,,,
b9186c13-fce6-4da3-8d23-38ec845c60f3,,no-status-not-started,,folder,TRUE,FALSE,Load Checks,December,31-Dec,,,
