Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
743bf36c-f7e0-5896-b83a-462158d8bbb8,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W003 - French Door,Cavity end caps fitted to head flashing
43707e71-c572-5b27-8643-d7f681d81819,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W004,Cavity end caps fitted to head flashing
4a22d853-e667-5091-be39-2e62dc28b1c0,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W004,Cavity end caps fitted to head flashing
e224dc17-399b-582b-b087-0a52f784874d,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W002 kitchen ,Cavity end caps fitted to head flashing
462a9880-2875-5bde-a78c-1d9ee2ae6a90,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W101,Cavity end caps fitted to head flashing
2b0ad8e8-ffdb-583f-9d75-f7a32a454400,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W102,Cavity end caps fitted to head flashing
f95eda31-d272-5b13-ba4e-f43df51ab3e8,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W104,Cavity end caps fitted to head flashing
56fa3860-a0e7-5e97-a8f1-2c6a69b57f3d,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W102,Cavity end caps fitted to head flashing
d9879410-a433-5d7b-ba12-b58fcd39f85d,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,W101.1,Cavity end caps fitted to head flashing
abfd883d-67fc-5abf-bb7f-3efcf70b092a,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 1,121 Panel Door,Cavity end caps fitted to head flashing
e1130441-927a-5203-965c-ab6331ffae47,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 2,W003 - French Door,Cavity end caps fitted to head flashing
afd687d4-194a-5dc3-969a-55bef27e6ee2,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 2,W121 - Panel Door,Cavity end caps fitted to head flashing
43a8cc71-1e13-5789-8958-b5fa2f2c6f28,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 2,W101,Cavity end caps fitted to head flashing
c2e59cef-3b92-562e-acff-151b9ba922d5,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 2,W101,Cavity end caps fitted to head flashing
6e2b1170-8553-5f7c-9f41-ebbd9884782a,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 2,W002,Cavity end caps fitted to head flashing
02ee524c-76a2-59fa-82df-69b86a758b84,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 3,W121 - Panel Door,Cavity end caps fitted to head flashing
b1991f81-cb5e-59a7-9459-d33faa285969,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 3,W003 - French Door,Cavity end caps fitted to head flashing
e2d63e38-4f27-50e6-aa28-1c9ac9e9c873,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 3,W002 kitchen ,Cavity end caps fitted to head flashing
b8b82afe-1154-5238-a6c0-41062641dcd4,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 3,W101,Cavity end caps fitted to head flashing
69bfe958-89ef-548d-a642-be6bf4198e88,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 3,W101,Cavity end caps fitted to head flashing
731b3cf0-ba3f-5e22-a7cc-406ee3fb2c19,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 4,W003 - French Door,Cavity end caps fitted to head flashing
c4d6460c-6491-5ab7-9889-2c35a2a61bea,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 4,W121 - Panel Door,Cavity end caps fitted to head flashing
9a7f3324-5c62-5018-8b69-c0b79e654ae7,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 4,W002,Cavity end caps fitted to head flashing
4e227cc6-0584-573c-9244-5c42ef4c7f45,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 4,W101 road side,Cavity end caps fitted to head flashing
09142a31-add6-54d0-818a-4aecaf472c9d,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 4,W101,Cavity end caps fitted to head flashing
0c75b7b7-290a-506f-b896-185149b849e0,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 5,W003 - French Door,Cavity end caps fitted to head flashing
3db46625-033d-54dc-83a6-d8931c9f3027,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 5,W004 - Downstairs,Cavity end caps fitted to head flashing
2aaeac88-50b7-55b8-bccb-b4627721c67d,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 5,W004 - Downstairs roadside ,Cavity end caps fitted to head flashing
a6c151bc-4b08-59a5-8fba-9454749da1bd,,checkpoint-status,pass,,,TRUE,TRUE,Site QA,Stage 1 - PR-30272,Block 1,Unit 5,W002 kitchen ,Cavity end caps fitted to head flashing
