"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f3430af0-41a4-4cfb-83a9-7ae6fbb33a7d","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"0a9a72cc-0729-443c-ab4a-f3ad7c4d0f0e","","pass","","folder","TRUE","FALSE","Site QA","Area 1"
"adc5c9cd-205a-4fe9-968c-26afc1a4c12b","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1"
"3b9d4752-d20d-4529-91b0-6cdbf232a18e","","pass","","folder","TRUE","FALSE","Site QA","Area 1","A01 - Accommodation Unit 1","Ground Core"
"ad727fda-da88-53a2-838b-d62cb51490ab","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Management Wing, Level 01","Partition Lining"
"ca07c155-c67f-5ce2-9dbb-e06688b41597","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Management Wing, Level 01","Ceiling Framing"
"4acd68e0-a26b-5949-82de-037d62a8d415","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Management Wing, Level 01","Ceiling Lining"
"aef3c575-d102-450e-9168-9c6512b3d92d","","pass","","folder","TRUE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Separates Wing, Level 01"
"2205c44c-e067-5335-81e7-7e4cb13fd7db","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Separates Wing, Level 01","Partition Framing"
"51054344-21c8-5227-a4aa-545cc31eeba6","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Separates Wing, Level 01","Partition Lining"
"fccd7170-543d-5fb1-acee-3bfeccf72cc2","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Separates Wing, Level 01","Ceiling Framing"
"eab088e6-ccd5-5037-8616-e8dd150439d4","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Separates Wing, Level 01","Ceiling Lining"
"6a5e20c1-0aeb-4ff6-972e-4de9f76e05bc","","pass","","folder","TRUE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Timber Floor"
"fb0f45f4-2f63-4c17-9911-be726b1bde07","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Timber Floor","Timber Floor Framing ITP"
"a6cf02f6-611c-4d89-b272-62b88b4d2cb2","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 1","MSU - Management & Separates Unit","Timber Floor","Timber Floor Lining ITP"
"a3771b60-06a2-4765-a15b-2cc076fc2053","","pass","","folder","TRUE","FALSE","Site QA","Area 2"
"59f941ee-bbbb-492c-9940-66e3a4cbf936","","pass","","folder","TRUE","FALSE","Site QA","Area 2","SPO - Sports Hall"
"f9e4c819-d633-46c1-838f-54dd1f01399e","","pass","","folder","TRUE","FALSE","Site QA","Area 2","SPO - Sports Hall","Ground Level"
"5c8d9344-a010-5a0f-8726-6cc681d75487","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Ground Level","Partition Framing"
"a251d030-ebdc-57b0-bccf-956e4d52d64a","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Ground Level","Partition Lining"
"07948468-2976-54e3-b18b-8cd3cecd3494","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Ground Level","Ceiling Framing"
"c95920ba-55e3-592e-a6b8-9e37d65715f6","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Ground Level","Ceiling Lining"
"756f2c1f-8a42-4685-8a13-049f4a61bdf9","","pass","","folder","TRUE","FALSE","Site QA","Area 2","SPO - Sports Hall","Plant Room (G.024)"
"12befb58-f97b-5e9b-977e-c1640ae21f6f","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Plant Room (G.024)","Partition Framing"
"42ac8f87-3640-5e88-b807-0c475df57917","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Plant Room (G.024)","Partition Lining"
"969d2415-5730-5695-b24a-5dd95dc95b84","","not-applicable","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Plant Room (G.024)","Ceiling Framing"
"1659664e-8b1d-5030-9f41-3f7d6bfc223e","","not-applicable","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","SPO - Sports Hall","Plant Room (G.024)","Ceiling Lining"
"975fbb22-ad29-42b9-832c-eefc9f90c839","","pass","","folder","TRUE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit"
"8f2b7e2c-27e4-4b7f-89bf-ba4ed8107ea4","","pass","","folder","TRUE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit","Ground Level"
"1f4df49c-96c5-523e-9243-e1acb639c99a","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit","Ground Level","Partition Framing"
"2be5f7c0-d614-5c67-9092-99099defd507","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit","Ground Level","Partition Lining"
"5570aa18-e90d-5ed5-a999-88efe946e035","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit","Ground Level","Ceiling Framing"
"e9fc78bd-a150-5dec-ac48-433f88c22789","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","DCU - Dedicated Collections Unit","Ground Level","Ceiling Lining"
"f343ad43-46d3-490c-a417-8c0c864fa839","","pass","","folder","TRUE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control"
"0c41c1aa-a142-4ea9-a205-bb671588b729","","pass","","folder","TRUE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Ground Level"
"5bbbcc0c-3085-51eb-b65d-7ab6b031ce2a","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Ground Level","Partition Framing"
"e90861c8-f90a-5a88-8816-70aa1fc70f9f","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Ground Level","Partition Lining"
"47c9303d-7501-51e2-bbae-d6965ab1eb58","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Ground Level","Ceiling Framing"
"97061c70-7c65-537c-b539-ae7b49ca4d39","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Ground Level","Ceiling Lining"
"62e9a089-1c7d-4606-b274-1a0c5d55c338","","pass","","folder","TRUE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Level 01"
"46fcac4b-83be-5bab-8c4d-97a70b70c5e7","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Level 01","Partition Framing"
"97f4c513-67af-5821-a3dc-abc25a1dab4f","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Level 01","Partition Lining"
"e2e5893b-8fa0-5975-a23b-1571373065c3","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Level 01","Ceiling Framing"
"6fc5b140-3dab-5af3-bef5-ee3ea791e316","","not-applicable","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","OPS - Operations, Support & Central Control","Level 01","Ceiling Lining"
"a44f7388-4c4c-4d28-b368-1cd225300afb","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board"
"ecf679ba-840f-491a-ac75-f73ccd1cc8ca","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 1"
"c188b881-775c-5694-bd61-bdc1b6af167b","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 1","Partition Framing"
"71f58594-4ddd-5dcf-a44b-e92de00b7592","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 1","Partition Lining"
"a258d42e-1da2-5e8e-96ae-df3fde35dba7","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 1","Ceiling Framing"
"abcae641-78ef-554e-b16e-5926cd3ea5aa","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 1","Ceiling Lining"
"171764dc-bd93-4649-b80f-172fa8de4706","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 2"
"951dbe26-63e2-5dd2-86d3-f017529fd579","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 2","Partition Framing"
"62504d9c-c8b3-53df-af0a-80cb795f5db3","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 2","Partition Lining"
"7b9297dd-97eb-5de4-8b8d-411e291a2694","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 2","Ceiling Framing"
"2b0d3f5b-6670-5d74-b67e-98847ffc4969","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Ground Level, Zone 2","Ceiling Lining"
"5557918a-a74a-4c0f-9c5f-00a4c8830577","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 1"
"52b62f25-8c8e-5471-95ad-5632adab3396","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 1","Partition Framing"
"e0b7c566-f893-536a-8061-aa2344f29e82","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 1","Partition Lining"
"e0fb0cfa-8148-5e85-943f-6b3f3f963798","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 1","Ceiling Framing"
"c80c787b-f8cb-5545-85d3-d9506e0651d4","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 1","Ceiling Lining"
"cfa0e333-7028-44f6-ad69-c81166c16470","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 2"
"36eea5dd-be24-55a0-89ae-0f9dc1ed5d8a","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 2","Partition Framing"
"3624c649-60b7-51da-964c-0c18fd642560","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 2","Partition Lining"
"2cac7299-d31f-50e9-bd96-195f4b2e0415","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 2","Ceiling Framing"
"f5b0060d-e15c-59dc-8bad-b7d05f4aa406","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Zone 2","Ceiling Lining"
"c51b74b2-e7f7-4c0b-941f-472f5263efe6","","pass","","folder","TRUE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Comms / Sec (1.003)"
"43479083-b009-5962-a33b-09d0b1b41bbd","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Comms / Sec (1.003)","Partition Framing"
"dca6d30b-1102-5ce5-9b51-0a4f8016f141","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Comms / Sec (1.003)","Partition Lining"
"ea686daa-4ea6-51e4-a20f-8e1cb8f6c677","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Comms / Sec (1.003)","Ceiling Framing"
"70b46bca-09ab-5031-b585-dff1ddecc8f2","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","VIS - Prisoner Visits, AVL & Parole Board","Level 01, Comms / Sec (1.003)","Ceiling Lining"
"7ffe3b65-3e9e-4933-bdc6-55b699d87015","","pass","","folder","TRUE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare"
"bbdf481f-9c19-44a6-b850-9d8582a94f5b","","pass","","folder","TRUE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level"
"d57d8ab0-f338-5600-91bb-bf481b656ea2","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level","Partition Framing"
"c85c01f0-fdab-5fc4-9e95-d22aba0bc6ea","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level","Partition Lining"
"fa0e31b3-4237-5fdc-9279-453c2c9523f7","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level","Ceiling Framing"
"6f1803ab-e500-5795-b8b2-5a814847f24a","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level","Ceiling Lining"
"b10d7902-1982-4963-9edd-24ca8b30fa38","","pass","","folder","TRUE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level, Sec/Comms (G.027)"
"6b8342b4-fce1-53c4-99e8-c035bd21317a","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level, Sec/Comms (G.027)","Partition Framing"
"e7f46a27-6bb4-508c-9149-78080d95c69c","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level, Sec/Comms (G.027)","Partition Lining"
"5d6d1daa-87a4-5836-acaf-bbd28664b0f7","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level, Sec/Comms (G.027)","Ceiling Framing"
"4705efb9-5fab-5fcf-9688-8e7a7de0ad99","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 2","WHA - Cultural Building - Whare","Ground Level, Sec/Comms (G.027)","Ceiling Lining"
"0f89ed84-5425-4989-b412-4b55c7150983","","work-in-progress","","folder","TRUE","FALSE","Site QA","Area 3"
"f7e61244-3438-43ff-90a1-ef847e14f3cf","","pass","","folder","TRUE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard"
"03e25c54-f91c-4184-934b-dce827715cb1","","pass","","folder","TRUE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level"
"edd9251d-0ed1-5ae9-9d87-9f4adc1a1b3d","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level","Partition Framing"
"a598586c-1a15-551d-a9b2-26102239c1d4","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level","Partition Lining"
"42dc9eed-4b3a-5c14-b69d-43f381c7537e","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level","Ceiling Framing"
"819506e3-38e6-53cc-b61b-568efc07a823","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level","Ceiling Lining"
"22e3a734-5ce7-4849-9821-180ebb9c3e5d","","pass","","folder","TRUE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level, Comms/Sec Room (G.024)"
"d251fca3-3e91-58dc-a294-2d56a4d46461","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level, Comms/Sec Room (G.024)","Partition Framing"
"fdc19aec-98de-5e09-918a-09a46247722d","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level, Comms/Sec Room (G.024)","Partition Lining"
"b5ab9e4b-a518-5ac1-b22a-aeae4e5114e0","","not-applicable","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level, Comms/Sec Room (G.024)","Ceiling Framing"
"3a5c32d0-dd39-560c-aa1f-f80a933a9f39","","not-applicable","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Ground Level, Comms/Sec Room (G.024)","Ceiling Lining"
"4a364829-0d13-4ae7-9ad7-aa87b316a1e2","","pass","","folder","TRUE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Timber Floor"
"2dcfeb28-d19d-4e4e-a76f-70cc307857a8","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Timber Floor","Timber Floor Framing ITP"
"46bbc094-e3cc-481c-be83-5bc9c7f95553","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","IND - Workshops/Industries - Standard","Timber Floor","Timber Floor Lining ITP"
"e3add0a4-9cd4-49b9-8640-60709c2b6d4b","","pass","","folder","TRUE","FALSE","Site QA","Area 3","FM3 - FM Store 3"
"8f792e46-8f49-4442-a60c-3408cc24545b","","pass","","folder","TRUE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Ground Level"
"f8eb1941-1865-5c6d-9d29-4729a6c0e85c","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Ground Level","Partition Framing"
"92cc323f-626e-50c8-8dbe-9071c420a829","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Ground Level","Partition Lining"
"a1c70e45-d601-5c25-872e-6f528a29f05f","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Ground Level","Ceiling Framing"
"237da3f4-2b53-5684-bd64-97739040545c","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Ground Level","Ceiling Lining"
"ed17fef8-c852-4106-a63f-45770af51388","","pass","","folder","TRUE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Level 01"
"2b97bff5-7211-5a48-9482-a354bbaff836","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Level 01","Partition Framing"
"de2dc5dc-dd66-5003-a3a3-9e5d99ad4a66","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Level 01","Partition Lining"
"1a9ba104-3cde-5bc3-8099-4d0a6f35d96d","","not-applicable","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Level 01","Ceiling Framing"
"2eaf7ecf-76ce-5268-a1f5-768436a7489f","","not-applicable","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 3","FM3 - FM Store 3","Level 01","Ceiling Lining"
"2bb0ac33-441d-4707-8091-ef602417819d","","pass","","folder","TRUE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility"
"a102de5a-5c02-4824-b27d-fddd24234265","","pass","","folder","TRUE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 1"
"23b6430d-c603-5987-93c9-cefa94ef3119","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 1","Partition Framing"
"8255d294-89d6-5ae8-b029-cbd16e78d5fb","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 1","Partition Lining"
"e32a91a6-dc0f-51ac-aad5-737ed919651d","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 1","Ceiling Framing"
"faa631f7-c3e8-5118-a3f9-a5f49f7e3a83","","pass","Ceiling Lining ITP","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 1","Ceiling Lining"
"077d5464-13a1-41cc-80bb-ab384f22d30d","","pass","","folder","TRUE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 2"
"c7912d14-cf35-5335-b4d6-f231439d5da4","","pass","Partition Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 2","Partition Framing"
"b0c1b110-2ea3-5b70-89a4-961ef6e79504","","pass","Partition Lining ITP V2","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 2","Partition Lining"
"4cc0e408-921d-5d61-87bf-18f7eed1f6a6","","pass","Ceiling Framing ITP","checklist","FALSE","FALSE","Site QA","Area 3","KIT - Central Kitchen Facility","Ground Level, Zone 2","Ceiling Framing"
