"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8fe5637d-5c91-4c6e-aded-0a1bd7db03c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"8227efe0-f218-40c4-8c8b-260afaa5dbd6","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Project Start Up (G Specs)"
"fb218d40-8abe-4b3e-b861-cfe4e5dd4e25","","checklist-sectioned","pass","A173 Appin - G002 – General Requirements","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G002 – General Requirements"
"1f742bed-84ce-4ecd-88c6-0376a5e89953","","checklist-sectioned","pass","A173 Appin - G004 – Principal’s Project Accommodation","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G004 – Principal’s Project Accommodation"
"85bc35ab-e7b5-4e6a-82e8-42fd40c81496","","checklist-sectioned","pass","A173 Appin - G010 – Traffic Management","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G010 – Traffic Management"
"69570e5f-5b32-487c-8821-d4a177cfde63","","checklist-sectioned","pass","A173 Appin - G036 – Environmental Protection","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G036 – Environmental Protection"
"50fd54cb-bad3-4f47-96f6-e88783c12750","","checklist-sectioned","pass","A173 Appin - G038 - Soil and Water Management","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G038 - Soil and Water Management"
"e7f6de62-7bab-4193-a34b-5f09aa9987e0","","checklist-sectioned","pass","4f5c48347913b26c1682899d21f19b5f54f49a298eb232766db312e7c890a363","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G040 – Clearing and Grubbing"
"88e5b6fe-ac6c-409b-ac7c-8216af617110","","checklist-sectioned","pass","A173 Appin - G071 – Construction Survey","checklist","FALSE","FALSE","Project QA","Project Start Up (G Specs)","A173 Appin - G071 – Construction Survey"
"6e10ba73-fa11-412e-a21d-2349c8c07e28","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Earthworks"
"b8555c25-f513-4842-8a83-e4ad2d43637d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Earthworks","SP1 - Mine Site"
"c59177cd-da80-40a0-9191-f2437b792c81","","checklist-sectioned","not-started","e10f1d0983d4398d7e869b6eb97beda602682bbe28da7b24d629d62d0e33851d","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","A173 - Appin - ITC 006 - R44 Remove, Stockpile Noncontam Topsoil"
"4c80b597-0136-498f-8595-5e600b38d720","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Clearing & Grubbing"
"5f24b567-8a13-48c1-a692-3b52de8fc361","","checklist-sectioned","work-in-progress","dacd651d403c074bbadcb9c01ab3f0f682186d834589afd93dcc987cb522f62c","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Clearing & Grubbing","Clearing & Grubbing SP1"
"132ab700-27f1-4716-be0f-f737c79f854a","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Top soil"
"3848c4df-6aae-4f91-94f0-f7b1e1c4aa24","","checklist-sectioned","pass","e10f1d0983d4398d7e869b6eb97beda602682bbe28da7b24d629d62d0e33851d","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Top soil","EW.TS.01"
"6d8c9f1b-a920-449b-9216-afa03bcefb92","","checklist-sectioned","pass","A173 - Appin - ITC 006 - R44 Remove, Stockpile Noncontam Topsoil","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Top soil","EW.TS.02"
"2edf4085-c4c7-4319-a708-cab5d1a65c5e","","folder-normal","pass","","step","TRUE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation"
"cb05d963-933e-422d-8c0b-d64869af0f28","","checklist-sectioned","pass","b808f55f9535eaf1d3cff21132aa0c05a866ccae0b1cd9fe0dd94593a0f6efd3","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.01"
"40f671c2-7014-41ec-bc32-5a94afd92aa4","","checklist-sectioned","pass","b808f55f9535eaf1d3cff21132aa0c05a866ccae0b1cd9fe0dd94593a0f6efd3","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.Lot2"
"a64a43e0-b7ac-41f3-9a21-42692388efa6","","checklist-sectioned","pass","b808f55f9535eaf1d3cff21132aa0c05a866ccae0b1cd9fe0dd94593a0f6efd3","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.Lot4"
"afa0470f-8cb3-4732-801b-85eb7172f32a","","checklist-sectioned","pass","b808f55f9535eaf1d3cff21132aa0c05a866ccae0b1cd9fe0dd94593a0f6efd3","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.Lot5"
"80023a90-99c9-418e-82c3-b481cdb78952","","checklist-sectioned","pass","A173 - Appin - ITC 005 - R44 Foundation Treat. Loosen and Compact","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.Lot03"
"f2af12bf-90e7-4c53-b75b-ce8b144c9a94","","checklist-sectioned","pass","A173 - Appin - ITC 005 - R44 Foundation Treat. Loosen and Compact","checklist","FALSE","FALSE","Project QA","Earthworks","SP1 - Mine Site","Foundation","EW.FND.Lot6"
